provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
REG-PUGLIA-U181-DIR-2025-00117:case-delta:st1-olive-nonmembership-boundary:v1,REG-PUGLIA-U181-DIR-2025-00117,REG-PUGLIA-U181-DIR-2025-00117:case-delta:st1-olive-nonmembership-boundary,2025-06-27,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-117-2025-FITO-1d2e9b6111cd.txt,d8eb06ce7a049d52af7507562c671f756f8d758f413d9094368b73ac679dc25d,2025-06-27,INITIAL,INITIAL,Regional Plant Health Service,shall,"Treat uninfected, asymptomatic olive as outside the fastidiosa ST1 specified-plant limbs only; infected, symptomatic, suspected, or otherwise independently reached olive remains inside the controlling Article 7 population.",No crop-wide immunity or exemption from independently satisfied Article 7 predicates is established.,Regional Plant Health Service,"Case act, predecessor relation, exact payload correction, notice/evidence and applicable reusable proposition versions.","[""EU-2020-1201:7(1)"",""EU-2020-1201:1(c)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,case-specific correction or source-conflict resolution,DDS 117 states olive is not susceptible to ST1; that statement cannot override independently satisfied infected/suspected Article 7 predicates.,[CASE DELTA ONLY] Payload remains payload; only the changed legal effect is retained. [SPAN 2026-09-01] Quote re-extracted from the operative lines of the source; the prior span was split at a page break or began one sentence late; meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00126:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00126,REG-PUGLIA-U181-DIR-2025-00126:area-state-transition,2025-07-11,2025-07-18,Exact competent area act,file:regulation/jurisdiction/regional/bulk/DET-126-2025-FITO-943e4d6102ae.txt,32f4820a203ee5f3d784fa1b06e3c29759a0aed71e7baac2f425e2a7745d2832,2025-07-11,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] institutes Modugno eradication state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00132:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00132,REG-PUGLIA-U181-DIR-2025-00132:area-state-transition,2025-07-18,2026-01-15,Exact competent area act,file:regulation/jurisdiction/regional/bulk/DET-132-2025-FITO-6bed5acbfc11.txt,8d2ac94229f2ab156d4f1130340d877ce8d8b72a1a4d3de9607e3598f9104408,2025-07-18,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] expands Modugno state; predecessor miscitation remains defect Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00141:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00141,REG-PUGLIA-U181-DIR-2025-00141:area-state-transition,2025-08-06,,Exact competent area act,file:regulation/jurisdiction/regional/DET_141_6_8_2025.txt,d05d6d804ab574d7982efa1047ed7588d9a9c21ccedd01a9cbaa45c34dd0fd9c,2025-08-06,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] updates Bisceglie eradication state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00147:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00147,REG-PUGLIA-U181-DIR-2025-00147:area-state-transition,2025-08-12,,Exact competent area act,file:regulation/jurisdiction/regional/DET_147_12_8_2025.txt,aa147970966b0a2c20f6e2ceb9c1ed1ff6e6ef2c4f2d7b405da56902b98e4c5b,2025-08-12,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] institutes Giovinazzo eradication state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00163:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00163,REG-PUGLIA-U181-DIR-2025-00163:area-state-transition,2025-10-08,,Exact competent area act,file:regulation/jurisdiction/regional/DET_163_8_10_2025.txt,30888bf1f46396575778ccffa00621f1ad23612314ae009d83005cae85048de2,2025-10-08,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] institutes Cagnano Varano eradication state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00173:case-delta:noncommencement-enforcement:v1,REG-PUGLIA-U181-DIR-2025-00173,REG-PUGLIA-U181-DIR-2025-00173:case-delta:noncommencement-enforcement,2025-10-24,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/DDS-173-2025-enforcement-excerpt.txt,d05eb86a1c6769b8d31698631a6a3e35147df71171cea65587c01bbfd0788aa6,2025-10-24,INITIAL,INITIAL,Regional Plant Health Service,shall,"The Osservatorio must direct coercive removal through ARIF of infected plants and the prescribed plants within 50 m, insofar as removal remains lawfully due. This is the case-qualified use of existing substitute/coercive execution authority, not proof of completed removal.",This case noncommencement ground is not established. Missing evidence does not prove noncommencement; this does not discharge removal or prevent enforcement under another applicable ground.,Regional Plant Health Service,"Operative prescription and applicable correction, recipient and lawfully due plant population, legally sufficient notification date, and evidence establishing whether concrete removal work began by the source deadline.","[""IT-DLGS-19-2021:Art.32(3):substitute-execution"",""IT-DLGS-19-2021:Art.55(13):coercive-removal"",""IT-L241-A21BIS:Art.21-bis(1):mass-publicity-route"",""PUG-DPGR22-2021:Art.20(3):publication-not-notice""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"establish the operative recipient relation, notification and actual noncommencement",-,[CASE DELTA ONLY] Commencement is distinct from completion and owner election. This is not a grace period or a bar to earlier lawful intervention. Immediate effectiveness is not itself notification; publication counts only through a legally sufficient notice route. DDS63/2026 incorporates these terms for the supplemented parcel/current-owner relation; it does not restart valid terms for other recipients.
REG-PUGLIA-U181-DIR-2025-00201:case-delta:infected-plant-execution-priority:v1,REG-PUGLIA-U181-DIR-2025-00201,REG-PUGLIA-U181-DIR-2025-00201:case-delta:infected-plant-execution-priority,2025-11-24,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-201-2025-FITO-11d2e495c708.txt,76d26b7f2e39d67d25deed236bbae2504fe9d359fce864c4b2c6944508b101c9,2025-11-24,INITIAL,INITIAL,Regional Plant Health Service,shall,Give execution priority to the 106 officially infected plants without changing or discharging the remaining mandatory Article 7 population.,"Priority does not remove noninfected, suspected, or other qualifying plants from the workload.",Regional Plant Health Service,"The case's priority instruction and infected-plant list, read with the complete Article 7 workload.","[""EU-2020-1201:7(1)"",""REG-PUGLIA-U181-DIR-2025-00163:area-state-transition""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"execution priority within, not replacement of, the complete Article 7 workload",-,[CASE DELTA ONLY] Exact event-time effect; reusable law remains unchanged. [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00201:case-delta:noncommencement-enforcement:v1,REG-PUGLIA-U181-DIR-2025-00201,REG-PUGLIA-U181-DIR-2025-00201:case-delta:noncommencement-enforcement,2025-11-24,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-201-2025-FITO-11d2e495c708.txt,76d26b7f2e39d67d25deed236bbae2504fe9d359fce864c4b2c6944508b101c9,2025-11-24,INITIAL,INITIAL,Regional Plant Health Service,shall,"The Osservatorio must direct coercive removal through ARIF of infected plants and the prescribed plants within 50 m, insofar as removal remains lawfully due. This is the case-qualified use of existing substitute/coercive execution authority, not proof of completed removal.",This case noncommencement ground is not established. Missing evidence does not prove noncommencement; this does not discharge removal or prevent enforcement under another applicable ground.,Regional Plant Health Service,"Operative prescription and applicable correction, recipient and lawfully due plant population, legally sufficient notification date, and evidence establishing whether concrete removal work began by the source deadline.","[""IT-DLGS-19-2021:Art.32(3):substitute-execution"",""IT-DLGS-19-2021:Art.55(13):coercive-removal"",""IT-L241-A21BIS:Art.21-bis(1):mass-publicity-route"",""PUG-DPGR22-2021:Art.20(3):publication-not-notice"",""REG-PUGLIA-U181-DIR-2025-00201:case-delta:infected-plant-execution-priority""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"establish the operative recipient relation, notification and actual noncommencement",-,[CASE DELTA ONLY] Commencement is distinct from completion and owner election. This is not a grace period or a bar to earlier lawful intervention. Immediate effectiveness is not itself notification; publication counts only through a legally sufficient notice route.
REG-PUGLIA-U181-DIR-2025-00236:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00236,REG-PUGLIA-U181-DIR-2025-00236:area-state-transition,2025-12-18,,Exact competent area act,file:regulation/jurisdiction/regional/AREA-DDS-236-2025-ST1.txt,483c75d04c744a5bab4a54aace236d78aafb3b4cd3af897398f6fc2b08036e62,2025-12-18,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact fastidiosa ST1 eradication state and its source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act identity, official evidence, adopted geography/cadastral annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] current held ST1 state succeeding prior ST1 acts Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2).
